qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_1998,HAU,HAU/user9/7-2-1,combination,Which combination of actions is performed in this video?,"Sweeping, Walking, Pouring, Wiping surface, Stirring","Drinking, Playing games, Folding clothes, Grabbing utensils, Pouring","Taking a selfie, Wiping surface, Playing games, Stirring, Grabbing utensils","Drinking, Taking a selfie, Sweeping, Folding clothes, Walking",A,user9
training_1999,HAU,HAU/user9/7-2-2,combination,Which combination of actions is performed in this video?,"Stirring, Drinking","Typing on a keyboard, Stirring","Listening to the music with headphones, Typing on a keyboard","Drinking, Listening to the music with headphones",A,user9
training_2000,HAU,HAU/user9/7-2-3,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Calling, Eating, Folding clothes","Grabbing utensils, Drinking, Peeling fruit, Folding clothes","Walking, Peeling fruit, Calling, Mopping","Eating, Walking, Mopping, Drinking",D,user9
training_2052,HAU,HAU/user17/1-1-1,combination,Which combination of actions is performed in this video?,"Combing hair, Wiping hands, Brushing teeth, Getting dressed","Checking the time, Combing hair, Reading, Getting dressed","Lunges, Checking the time, Folding clothes, Brushing teeth","Folding clothes, Lunges, Reading, Wiping hands",A,user17
training_2053,HAU,HAU/user17/1-1-2,combination,Which combination of actions is performed in this video?,"Combing hair, Brushing teeth, Wiping hands, Getting dressed","Standing up, Running, Checking body temperature, Brushing teeth","Playing games, Wiping hands, Running, Getting dressed","Playing games, Standing up, Checking body temperature, Combing hair",A,user17
training_2054,HAU,HAU/user17/1-1-3,combination,Which combination of actions is performed in this video?,"Wiping hands, Getting dressed, Combing hair, Brushing teeth","Jumping jacks, Massaging oneself, Getting dressed, Combing hair","Peeling fruit, Massaging oneself, Wiping hands, Sitting down","Brushing teeth, Sitting down, Jumping jacks, Peeling fruit",A,user17
training_2055,HAU,HAU/user17/1-2-1,combination,Which combination of actions is performed in this video?,"Sitting down, Pouring, Jumping jacks, Typing on a keyboard, Taking medicine, Playing games, Eating","Checking the time, Using a phone, Grabbing utensils, Walking, Taking a selfie, Pouring, Sitting down","Undressing, Jumping jacks, Taking a selfie, Typing on a keyboard, Turning a page, Grabbing utensils, Walking","Playing games, Taking medicine, Undressing, Using a phone, Eating, Turning a page, Checking the time",B,user17
training_2056,HAU,HAU/user17/1-2-2,combination,Which combination of actions is performed in this video?,"Checking the time, Grabbing utensils, Pouring, Sitting down, Eating","Stirring, Eating, Wiping hands, Grabbing utensils, Combing hair","Wiping surface, Peeling fruit, Checking the time, Combing hair, Sitting down","Peeling fruit, Pouring, Wiping surface, Stirring, Wiping hands",A,user17
training_2057,HAU,HAU/user17/1-2-3,combination,Which combination of actions is performed in this video?,"Eating, Walking, Grabbing utensils","Sitting down, Eating, Sweeping","Sitting down, Lunges, Grabbing utensils","Walking, Lunges, Sweeping",A,user17
training_2058,HAU,HAU/user17/2-1-1,combination,Which combination of actions is performed in this video?,"Pouring, Stirring, Grabbing utensils","Watching TV, Stirring, Washing face","Stretching, Grabbing utensils, Washing face","Pouring, Watching TV, Stretching",A,user17
training_2059,HAU,HAU/user17/2-1-2,combination,Which combination of actions is performed in this video?,"Stirring, Sitting down","Pouring, Stirring","Wiping surface, Sitting down","Pouring, Wiping surface",B,user17
training_2060,HAU,HAU/user17/2-1-3,combination,Which combination of actions is performed in this video?,"Stirring, Grabbing utensils, Pouring","Grabbing utensils, Turning a page, Stretching","Reading, Turning a page, Stirring","Pouring, Stretching, Reading",A,user17
training_2061,HAU,HAU/user17/2-2-1,combination,Which combination of actions is performed in this video?,"Peeling fruit, Checking body temperature, Jumping jacks, Drinking, Lying down, Washing dishes","Stirring, Eating, Grabbing utensils, Pouring, Checking body temperature, Peeling fruit","Washing dishes, Wiping surface, Pouring, Drinking, Grabbing utensils, Sitting down","Stirring, Jumping jacks, Wiping surface, Eating, Sitting down, Lying down",D,user17
training_2062,HAU,HAU/user17/2-2-2,combination,Which combination of actions is performed in this video?,"Writing, Eating, Stretching","Eating, Wiping surface, Stirring","Stretching, Taking a selfie, Wiping surface","Writing, Taking a selfie, Stirring",B,user17
training_2063,HAU,HAU/user17/2-2-3,combination,Which combination of actions is performed in this video?,"Getting dressed, Turning a page","Stirring, Turning a page","Getting dressed, Jumping jacks","Jumping jacks, Stirring",D,user17
training_2064,HAU,HAU/user17/3-1-1,combination,Which combination of actions is performed in this video?,"Sweeping, Turning a page, Running, Listening to the music with headphones","Mopping, Sweeping, Stretching, Running","Listening to the music with headphones, Drinking, Stretching, Washing face","Washing face, Turning a page, Drinking, Mopping",B,user17
training_2065,HAU,HAU/user17/3-1-2,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Running","Washing face, Grabbing utensils","Washing face, Stretching","Stretching, Running",D,user17
training_2066,HAU,HAU/user17/3-1-3,combination,Which combination of actions is performed in this video?,"Washing face, Brushing teeth, Stretching","Brushing teeth, Running, Using a phone","Stretching, Sweeping, Running","Washing face, Using a phone, Sweeping",C,user17
training_2067,HAU,HAU/user17/3-2-1,combination,Which combination of actions is performed in this video?,"Sweeping, Mopping","Eating, Walking","Mopping, Walking","Eating, Sweeping",B,user17
training_2068,HAU,HAU/user17/3-2-2,combination,Which combination of actions is performed in this video?,"Washing dishes, Walking","Walking, Mopping","Squats, Washing dishes","Squats, Mopping",A,user17
training_2069,HAU,HAU/user17/3-2-3,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Eating, Using a phone","Combing hair, Washing dishes, Using a phone","Typing on a keyboard, Combing hair, Grabbing utensils","Eating, Grabbing utensils, Washing dishes",D,user17
training_2070,HAU,HAU/user17/3-3-1,combination,Which combination of actions is performed in this video?,"Wiping surface, Walking","Wiping surface, Typing on a keyboard","Squats, Walking","Typing on a keyboard, Squats",A,user17
training_2071,HAU,HAU/user17/3-3-2,combination,Which combination of actions is performed in this video?,"Washing dishes, Taking medicine","Wiping surface, Walking","Taking medicine, Wiping surface","Walking, Washing dishes",B,user17
training_2072,HAU,HAU/user17/3-3-3,combination,Which combination of actions is performed in this video?,"Sitting down, Walking","Lying down, Wiping surface","Walking, Wiping surface","Lying down, Sitting down",C,user17
training_2073,HAU,HAU/user17/4-1-1,combination,Which combination of actions is performed in this video?,"Reading, Sitting down, Checking the time, Walking","Massaging oneself, Walking, Calling, Sweeping","Typing on a keyboard, Sitting down, Calling, Reading","Sweeping, Massaging oneself, Typing on a keyboard, Checking the time",A,user17
training_2074,HAU,HAU/user17/4-1-2,combination,Which combination of actions is performed in this video?,"Lying down, Washing face, Sitting down, Using a phone, Reading, Typing on a keyboard, Pouring, Checking the time, Playing games","Squats, Washing face, Writing, Lying down, Turning a page, Standing up, Walking, Watching TV, Pouring","Playing games, Stretching, Writing, Typing on a keyboard, Using a phone, Checking body temperature, Watching TV, Turning a page, Taking medicine","Checking body temperature, Walking, Stretching, Squats, Reading, Sitting down, Checking the time, Taking medicine, Standing up",D,user17
training_2075,HAU,HAU/user17/4-1-3,combination,Which combination of actions is performed in this video?,"Reading, Checking body temperature, Standing up, Squats","Reading, Listening to the music with headphones, Wiping surface, Folding clothes","Standing up, Folding clothes, Turning a page, Squats","Checking body temperature, Wiping surface, Listening to the music with headphones, Turning a page",A,user17
training_2076,HAU,HAU/user17/5-1-1,combination,Which combination of actions is performed in this video?,"Undressing, Watching TV","Lying down, Undressing","Folding clothes, Lying down","Folding clothes, Watching TV",A,user17
training_2077,HAU,HAU/user17/5-1-2,combination,Which combination of actions is performed in this video?,"Wiping surface, Watching TV","Turning a page, Undressing","Undressing, Watching TV","Wiping surface, Turning a page",C,user17
training_2078,HAU,HAU/user17/5-1-3,combination,Which combination of actions is performed in this video?,"Undressing, Watching TV","Drinking, Playing games","Playing games, Undressing","Watching TV, Drinking",A,user17
training_2079,HAU,HAU/user17/5-2-1,combination,Which combination of actions is performed in this video?,"Combing hair, Playing games","Walking, Playing games","Walking, Pouring","Combing hair, Pouring",C,user17
training_2080,HAU,HAU/user17/5-2-2,combination,Which combination of actions is performed in this video?,"Playing games, Pouring","Pouring, Walking","Playing games, Turning a page","Walking, Turning a page",B,user17
training_2081,HAU,HAU/user17/5-2-3,combination,Which combination of actions is performed in this video?,"Eating, Stretching, Walking, Checking body temperature","Taking a selfie, Pouring, Mopping, Stretching","Taking a selfie, Stirring, Checking body temperature, Mopping","Walking, Eating, Stirring, Pouring",D,user17
training_2082,HAU,HAU/user17/5-3-1,combination,Which combination of actions is performed in this video?,"Sitting down, Checking body temperature","Grabbing utensils, Sitting down","Grabbing utensils, Taking a selfie","Taking a selfie, Checking body temperature",B,user17
training_2083,HAU,HAU/user17/5-3-2,combination,Which combination of actions is performed in this video?,"Stretching, Turning a page","Stretching, Grabbing utensils","Walking, Turning a page","Grabbing utensils, Walking",D,user17
training_2084,HAU,HAU/user17/5-3-3,combination,Which combination of actions is performed in this video?,"Brushing teeth, Standing up","Eating, Sitting down","Standing up, Eating","Brushing teeth, Sitting down",B,user17
training_2085,HAU,HAU/user17/6-1-1,combination,Which combination of actions is performed in this video?,"Eating, Undressing, Watching TV","Eating, Standing up, Walking","Watching TV, Standing up, Getting dressed","Undressing, Walking, Getting dressed",D,user17
training_2086,HAU,HAU/user17/6-1-2,combination,Which combination of actions is performed in this video?,"Undressing, Running","Folding clothes, Typing on a keyboard","Folding clothes, Undressing","Running, Typing on a keyboard",C,user17
training_2087,HAU,HAU/user17/6-1-3,combination,Which combination of actions is performed in this video?,"Running, Standing up","Getting dressed, Running","Getting dressed, Folding clothes","Standing up, Folding clothes",C,user17
training_2088,HAU,HAU/user17/6-3-1,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Stirring, Writing","Walking, Writing, Wiping surface","Sitting down, Typing on a keyboard, Walking","Sitting down, Wiping surface, Stirring",C,user17
